Season,TeamID,OrdinalRank_mean,OrdinalRank_min,OrdinalRank_max,id
2003,1166,16.869767441860464,1,86,20031166
2003,1168,266.68,151,322,20031168
2003,1169,183.0025,53,254,20031169
2003,1170,260.925,182,318,20031170
2003,1171,284.455,193,313,20031171
2003,1172,109.725,20,222,20031172
2003,1173,36.32843137254902,12,115,20031173
2003,1174,151.255,63,225,20031174
2003,1175,238.49,105,305,20031175
2003,1176,155.385,72,239,20031176
2003,1177,50.595,2,109,20031177
2003,1178,121.26,38,221,20031178
2003,1179,215.485,134,281,20031179
2003,1180,123.6825,38,259,20031180
2003,1181,9.990697674418605,1,91,20031181
2003,1182,226.51,162,302,20031182
2003,1183,175.55,78,239,20031183
2003,1184,271.2325,117,320,20031184
2003,1185,205.1475,92,298,20031185
2003,1186,111.5325,40,212,20031186
2003,1187,110.405,9,238,20031187
2003,1189,275.075,40,320,20031189
2003,1190,143.67,73,246,20031190
2003,1191,147.7825,56,226,20031191
2003,1192,253.87,108,311,20031192
2003,1193,123.765,50,230,20031193
2003,1194,269.38,164,302,20031194
2003,1196,9.506976744186046,1,45,20031196
2003,1197,238.3675,111,318,20031197
2003,1198,247.8110831234257,147,294,20031198
2003,1199,76.975,7,132,20031199
2003,1200,279.91,205,319,20031200
2003,1201,71.58,17,183,20031201
2003,1202,240.355,134,295,20031202
2003,1203,143.8825,48,218,20031203
2003,1204,214.32,139,292,20031204
2003,1205,286.94,215,323,20031205
2003,1206,121.6525,49,224,20031206
2003,1207,68.06,2,169,20031207
2003,1208,19.26128266033254,1,102,20031208
2003,1209,228.2975,138,291,20031209
2003,1210,65.5275,19,148,20031210
2003,1211,43.2225,21,107,20031211
2003,1212,295.6975,182,326,20031212
2003,1214,176.77,32,287,20031214
2003,1216,208.2125,98,290,20031216
2003,1217,170.685,60,287,20031217
2003,1218,83.93,26,205,20031218
2003,1219,273.0725,120,317,20031219
2003,1220,275.535,151,318,20031220
2003,1221,73.84,26,165,20031221
2003,1222,230.22,89,298,20031222
2003,1224,269.3775,160,316,20031224
2003,1225,221.8425,90,291,20031225
2003,1226,195.0975,131,305,20031226
2003,1227,73.4875,30,168,20031227
2003,1228,15.341860465116278,2,64,20031228
2003,1229,245.7025,143,307,20031229
2003,1231,28.072115384615383,1,114,20031231
2003,1232,225.3725,99,306,20031232
2003,1233,162.75,110,239,20031233
2003,1234,71.3275,17,137,20031234
2003,1235,77.3925,27,140,20031235
2003,1236,277.94962216624685,152,308,20031236
2003,1237,183.72,96,269,20031237
2003,1238,273.53,134,320,20031238
2003,1239,256.135,203,303,20031239
2003,1240,175.0725,71,305,20031240
2003,1241,222.06,117,274,20031241
2003,1242,16.293023255813953,1,95,20031242
2003,1243,101.865,20,274,20031243
2003,1245,54.09,9,202,20031245
2003,1246,9.834883720930232,1,55,20031246
2003,1247,147.0625,87,226,20031247
2003,1248,249.5375,200,317,20031248
2003,1249,245.9875,190,314,20031249
2003,1250,207.8425,132,272,20031250
2003,1251,256.8275,156,315,20031251
2003,1252,305.6624685138539,252,324,20031252
2003,1253,299.1,204,326,20031253
2003,1254,264.2175,137,317,20031254
2003,1256,169.77,61,302,20031256
2003,1257,9.891252955082741,1,72,20031257
2003,1258,216.8575,105,286,20031258
2003,1259,304.2075,201,324,20031259
2003,1260,165.15,86,281,20031260
2003,1261,40.2970297029703,5,112,20031261
2003,1263,236.2525,116,316,20031263
2003,1264,76.3175,25,232,20031264
2003,1265,206.215,96,263,20031265
2003,1266,18.967441860465115,3,94,20031266
2003,1267,150.3925,59,254,20031267
2003,1268,23.0,1,72,20031268
2003,1269,191.2,65,286,20031269
2003,1270,182.8375,24,283,20031270
2003,1271,320.6425,288,327,20031271
2003,1272,42.0,7,109,20031272
2003,1273,149.59,40,297,20031273
2003,1274,121.935,59,226,20031274
2003,1275,120.215,44,200,20031275
2003,1276,92.2925,19,325,20031276
2003,1277,42.390243902439025,12,92,20031277
2003,1278,66.83582089552239,9,147,20031278
2003,1279,63.8625,14,139,20031279
2003,1280,25.221445221445222,3,199,20031280
2003,1281,23.327830188679247,4,56,20031281
2003,1282,286.19,181,326,20031282
2003,1283,120.8575,52,209,20031283
2003,1284,231.2475,143,321,20031284
2003,1285,198.5575,111,285,20031285
2003,1286,212.5475,113,261,20031286
2003,1287,133.67,52,265,20031287
2003,1288,319.7775,297,327,20031288
2003,1289,319.4675,299,327,20031289
2003,1290,265.6375,184,324,20031290
2003,1291,269.7525,159,321,20031291
2003,1292,172.59,53,248,20031292
2003,1293,109.5525,27,181,20031293
2003,1296,147.5125,43,261,20031296
2003,1298,274.9675,201,314,20031298
2003,1299,324.64,268,327,20031299
2003,1301,55.45161290322581,9,112,20031301
2003,1304,123.4675,46,217,20031304
2003,1305,113.6925,52,269,20031305
2003,1306,310.9025,260,324,20031306
2003,1307,199.6275,76,290,20031307
2003,1308,100.4375,55,242,20031308
2003,1309,162.085,47,281,20031309
2003,1310,183.345,93,296,20031310
2003,1311,316.6175,186,327,20031311
2003,1313,275.77,186,318,20031313
2003,1314,47.27339901477833,7,131,20031314
2003,1317,214.0825,36,290,20031317
2003,1318,225.0725,126,306,20031318
2003,1319,182.765,68,280,20031319
2003,1320,207.2125,78,282,20031320
2003,1321,164.21,64,235,20031321
2003,1322,302.6175,161,326,20031322
2003,1323,10.497674418604651,1,113,20031323
2003,1324,195.205,71,280,20031324
2003,1325,180.055,105,280,20031325
2003,1326,76.345,22,145,20031326
2003,1328,15.730232558139535,1,78,20031328
2003,1329,20.801909307875896,1,83,20031329
2003,1330,171.0475,38,267,20031330
2003,1331,140.6625,15,247,20031331
2003,1332,34.15347721822542,5,80,20031332
2003,1333,134.0925,34,245,20031333
2003,1334,157.9975,36,307,20031334
2003,1335,71.815,16,278,20031335
2003,1336,212.8475,90,305,20031336
2003,1337,139.7425,82,262,20031337
2003,1338,12.19767441860465,1,153,20031338
2003,1339,213.37,120,282,20031339
2003,1340,281.3025,173,318,20031340
2003,1341,218.4875,101,301,20031341
2003,1343,139.2375,62,224,20031343
2003,1344,76.6325,35,194,20031344
2003,1345,27.223587223587224,5,99,20031345
2003,1346,208.075,40,312,20031346
2003,1347,302.395,266,325,20031347
2003,1348,97.2875,44,186,20031348
2003,1349,97.94,47,220,20031349
2003,1350,81.875,32,206,20031350
2003,1351,213.8225,68,293,20031351
2003,1352,287.765,185,323,20031352
2003,1353,109.965,43,188,20031353
2003,1354,234.65,121,317,20031354
2003,1356,53.3275,7,120,20031356
2003,1357,306.8575,253,327,20031357
2003,1358,153.775,63,303,20031358
2003,1359,212.1025,133,272,20031359
2003,1360,119.91,29,278,20031360
2003,1361,111.52,37,259,20031361
2003,1362,182.77,74,322,20031362
2003,1363,272.8375,159,320,20031363
2003,1364,148.9525,65,298,20031364
2003,1365,184.145,67,281,20031365
2003,1366,323.715,164,327,20031366
2003,1368,269.6925,116,313,20031368
2003,1369,237.6025,161,289,20031369
2003,1371,87.8325,9,192,20031371
2003,1372,151.5475,42,319,20031372
2003,1373,123.095,19,221,20031373
2003,1374,130.375,14,219,20031374
2003,1375,138.43,67,242,20031375
2003,1376,83.14,25,153,20031376
2003,1378,107.025,37,163,20031378
2003,1379,139.845,49,215,20031379
2003,1380,317.8025,276,327,20031380
2003,1381,253.99,141,314,20031381
2003,1382,99.245,36,236,20031382
2003,1383,262.825,79,320,20031383
2003,1384,245.1375,174,296,20031384
2003,1385,77.775,10,205,20031385
2003,1386,20.350746268656717,1,185,20031386
2003,1387,104.03,27,228,20031387
2003,1388,148.705,48,242,20031388
2003,1389,250.12,167,306,20031389
2003,1390,28.139088729016787,3,93,20031390
2003,1391,299.08,222,321,20031391
2003,1392,254.795,87,299,20031392
2003,1393,25.596153846153847,4,132,20031393
2003,1394,259.5675,193,318,20031394
2003,1395,168.615,22,249,20031395
2003,1396,141.775,23,327,20031396
2003,1397,58.13,4,174,20031397
2003,1398,320.1175,259,327,20031398
2003,1399,135.875,54,212,20031399
2003,1400,9.416279069767441,1,43,20031400
2003,1401,85.4225,9,166,20031401
2003,1402,176.445,62,295,20031402
2003,1403,35.42014742014742,3,79,20031403
2003,1404,193.425,69,264,20031404
2003,1405,138.37,59,249,20031405
2003,1406,305.3075,213,324,20031406
2003,1407,101.85,36,232,20031407
2003,1408,146.28,36,261,20031408
2003,1409,63.50985221674877,13,157,20031409
2003,1410,300.6625,233,320,20031410
2003,1411,236.2175,114,324,20031411
2003,1412,92.585,29,151,20031412
2003,1414,113.5225,52,243,20031414
2003,1415,275.9,179,323,20031415
2003,1416,142.505,65,228,20031416
2003,1417,158.71,33,274,20031417
2003,1418,77.4325,36,255,20031418
2003,1419,263.65,127,327,20031419
2003,1420,282.5525,63,320,20031420
2003,1421,241.37,128,315,20031421
2003,1422,249.52,92,300,20031422
2003,1423,65.775,29,177,20031423
2003,1424,55.725,15,129,20031424
2003,1425,119.665,25,274,20031425
2003,1426,209.525,125,286,20031426
2003,1427,237.0375,91,320,20031427
2003,1428,36.84615384615385,5,140,20031428
2003,1429,87.1425,47,191,20031429
2003,1431,298.145,210,325,20031431
2003,1433,129.76,54,210,20031433
2003,1434,104.66,42,226,20031434
2003,1435,80.8425,15,191,20031435
2003,1436,171.7975,101,265,20031436
2003,1437,60.385,8,124,20031437
2003,1438,59.375,12,189,20031438
2003,1439,168.75,49,250,20031439
2003,1440,268.23,166,315,20031440
2003,1441,281.625,224,324,20031441
2003,1442,289.435,180,320,20031442
2003,1443,77.2275,25,150,20031443
2003,1444,65.77,16,200,20031444
2003,1447,166.57,64,295,20031447
2003,1448,11.263529411764706,1,54,20031448
2003,1449,131.57,47,214,20031449
2003,1450,199.185,63,277,20031450
2003,1451,84.4275,19,176,20031451
2003,1452,91.76,17,170,20031452
2003,1453,209.3875,107,296,20031453
2003,1454,74.2075,18,205,20031454
2003,1455,140.905,63,273,20031455
2003,1456,255.485,164,318,20031456
2003,1457,209.4525,121,300,20031457
2003,1458,23.972906403940886,2,161,20031458
2003,1459,187.8225,54,276,20031459
2003,1460,192.43,39,285,20031460
2003,1461,62.64,28,169,20031461
2003,1462,17.285714285714285,3,50,20031462
2003,1463,144.275,13,272,20031463
2003,1464,259.9525,143,311,20031464
2004,1102,61.15914489311164,7,280,20041102
2004,1103,137.9379474940334,23,252,20041103
2004,1104,40.05714285714286,10,178,20041104
2004,1105,287.4780487804878,148,320,20041105
2004,1106,285.7829268292683,107,323,20041106
2004,1107,302.2390243902439,149,319,20041107
2004,1108,304.44878048780487,208,326,20041108
2004,1110,197.21463414634147,70,282,20041110
2004,1111,210.12439024390244,116,268,20041111
2004,1112,24.907127429805616,2,136,20041112
2004,1113,126.97136038186157,28,273,20041113
2004,1114,183.7439024390244,79,296,20041114
2004,1115,321.2598039215686,249,326,20041115
2004,1116,98.33651551312649,37,185,20041116
2004,1117,135.9219512195122,21,260,20041117
2004,1119,317.07560975609755,186,326,20041119
2004,1120,57.22857142857143,7,177,20041120
2004,1122,134.5731707317073,52,290,20041122
2004,1123,149.5,10,271,20041123
2004,1124,244.85401459854015,98,317,20041124
2004,1125,87.3436754176611,20,223,20041125
2004,1126,306.86829268292684,173,325,20041126
2004,1127,238.73658536585367,110,312,20041127
2004,1128,166.16341463414633,37,285,20041128
2004,1129,80.09156626506024,18,189,20041129
2004,1130,40.13301662707838,3,128,20041130
2004,1131,100.7536231884058,20,219,20041131
2004,1132,206.6560975609756,95,315,20041132
2004,1133,155.56341463414634,39,248,20041133
2004,1135,233.06829268292682,102,306,20041135
2004,1137,245.60487804878048,99,324,20041137
2004,1138,165.59024390243903,63,310,20041138
2004,1139,166.07875894988067,14,245,20041139
2004,1140,36.80714285714286,5,260,20041140
2004,1141,264.0073170731707,53,318,20041141
2004,1142,174.8609756097561,76,271,20041142
2004,1143,91.76428571428572,27,213,20041143
2004,1144,315.1878048780488,212,325,20041144
2004,1145,221.14878048780488,104,279,20041145
2004,1147,176.64878048780488,76,281,20041147
2004,1148,228.49756097560976,89,303,20041148
2004,1149,308.67317073170733,204,325,20041149
2004,1150,41.98809523809524,16,159,20041150
2004,1151,160.62439024390244,12,264,20041151
2004,1152,249.0487804878049,161,319,20041152
2004,1153,12.946351931330472,1,53,20041153
2004,1154,311.5121951219512,245,326,20041154
2004,1155,98.86428571428571,24,236,20041155
2004,1156,264.9146341463415,47,318,20041156
2004,1157,224.5,131,293,20041157
2004,1158,83.04761904761905,30,235,20041158
2004,1159,241.77317073170732,113,291,20041159
2004,1160,63.46904761904762,15,169,20041160
2004,1161,128.4975845410628,51,287,20041161
2004,1162,280.6268292682927,184,321,20041162
2004,1163,11.118025751072961,1,82,20041163
2004,1164,258.1560975609756,144,324,20041164
2004,1165,230.48292682926828,88,313,20041165
2004,1166,42.37882352941176,3,145,20041166
2004,1168,219.69268292682926,135,294,20041168
2004,1169,191.8560975609756,91,308,20041169
2004,1170,210.92926829268293,32,279,20041170
2004,1171,311.3853658536585,210,326,20041171
2004,1172,163.5951219512195,71,269,20041172
2004,1173,47.87353629976581,5,149,20041173
2004,1174,142.30975609756098,34,205,20041174
2004,1175,226.18780487804878,99,321,20041175
2004,1176,153.84634146341463,84,262,20041176
2004,1177,85.9307875894988,20,233,20041177
2004,1178,95.98806682577566,19,170,20041178
2004,1179,173.06829268292682,82,270,20041179
2004,1180,120.69268292682926,32,249,20041180
2004,1181,4.532188841201717,1,92,20041181
2004,1182,181.81219512195122,94,305,20041182
2004,1183,296.5073170731707,102,325,20041183
2004,1184,237.70731707317074,138,326,20041184
2004,1185,224.51951219512196,138,315,20041185
2004,1186,169.7439024390244,39,272,20041186
2004,1187,134.60620525059664,49,251,20041187
2004,1189,261.28536585365856,197,312,20041189
2004,1190,76.51558752997602,29,139,20041190
2004,1191,244.67073170731706,158,317,20041191
2004,1192,203.99024390243903,101,296,20041192
2004,1193,124.36009732360097,55,240,20041193
2004,1194,245.82682926829267,159,297,20041194
2004,1196,20.43111111111111,1,106,20041196
2004,1197,286.2487804878049,125,325,20041197
2004,1198,300.98048780487807,154,321,20041198
2004,1199,37.74821852731591,4,163,20041199
2004,1200,238.49268292682927,123,315,20041200
2004,1201,109.47857142857143,28,318,20041201
2004,1202,180.5487804878049,98,313,20041202
2004,1203,73.92857142857143,5,181,20041203
2004,1204,115.8,30,246,20041204
2004,1205,282.3,121,317,20041205
2004,1206,87.71190476190476,27,174,20041206
2004,1207,88.92619047619047,14,279,20041207
2004,1208,79.98333333333333,12,283,20041208
2004,1209,122.75894988066825,62,249,20041209
2004,1210,9.871739130434783,1,56,20041210
2004,1211,9.624463519313304,2,69,20041211
2004,1212,296.8117359413203,151,323,20041212
2004,1214,267.8,190,322,20041214
2004,1216,254.49756097560976,50,306,20041216
2004,1217,307.42439024390245,203,325,20041217
2004,1218,75.57857142857142,20,228,20041218
2004,1219,192.8780487804878,96,309,20041219
2004,1220,152.8,69,260,20041220
2004,1221,190.66585365853658,76,278,20041221
2004,1222,183.10487804878048,73,286,20041222
2004,1224,296.39268292682925,76,322,20041224
2004,1225,194.75853658536585,113,289,20041225
2004,1226,237.3439024390244,115,300,20041226
2004,1227,97.87112171837708,16,197,20041227
2004,1228,28.88053097345133,6,147,20041228
2004,1229,192.01707317073172,98,290,20041229
2004,1231,90.71428571428571,16,174,20041231
2004,1232,207.5609756097561,60,295,20041232
2004,1233,230.34146341463415,131,280,20041233
2004,1234,69.65083135391924,18,146,20041234
2004,1235,63.7952380952381,15,144,20041235
2004,1236,284.1780487804878,206,320,20041236
2004,1237,109.3,32,216,20041237
2004,1238,260.48048780487807,178,313,20041238
2004,1239,256.33658536585364,161,313,20041239
2004,1240,249.7560975609756,121,314,20041240
2004,1241,253.3560975609756,161,315,20041241
2004,1242,22.19098712446352,1,65,20041242
2004,1243,99.27207637231504,17,213,20041243
2004,1245,55.273809523809526,7,133,20041245
2004,1246,10.806866952789699,1,105,20041246
2004,1247,193.2341463414634,86,321,20041247
2004,1248,130.90975609756097,27,252,20041248
2004,1249,255.31951219512194,38,302,20041249
2004,1250,219.3780487804878,96,323,20041250
2004,1251,209.02676399026765,73,321,20041251
2004,1252,296.4756097560976,124,323,20041252
2004,1253,276.9512195121951,191,315,20041253
2004,1254,278.13170731707316,12,313,20041254
2004,1256,149.96153846153845,76,304,20041256
2004,1257,16.233115468409586,1,261,20041257
2004,1258,157.51951219512196,42,266,20041258
2004,1259,321.33658536585364,291,326,20041259
2004,1260,207.80243902439025,64,298,20041260
2004,1261,34.61374407582938,5,113,20041261
2004,1263,196.93414634146342,82,283,20041263
2004,1264,68.56594724220624,20,198,20041264
2004,1265,283.48536585365855,170,326,20041265
2004,1266,76.2369020501139,10,164,20041266
2004,1267,171.95853658536586,95,251,20041267
2004,1268,29.572093023255814,3,119,20041268
2004,1269,189.66341463414633,109,264,20041269
2004,1270,255.6609756097561,107,304,20041270
2004,1271,308.71882640586796,83,326,20041271
2004,1272,34.776497695852534,10,136,20041272
2004,1273,218.98044009779952,142,317,20041273
2004,1274,122.36428571428571,60,245,20041274
2004,1275,122.28780487804877,53,253,20041275
2004,1276,54.56666666666667,2,135,20041276
2004,1277,59.69141531322506,3,182,20041277
2004,1278,136.9452380952381,59,296,20041278
2004,1279,107.35799522673031,39,221,20041279
2004,1280,13.141592920353983,2,127,20041280
2004,1281,59.965437788018434,3,116,20041281
2004,1282,197.98536585365855,134,294,20041282
2004,1283,109.19268292682926,25,229,20041283
2004,1284,139.1951219512195,47,251,20041284
2004,1285,235.4,49,309,20041285
2004,1286,195.67073170731706,36,259,20041286
2004,1287,207.95365853658538,108,299,20041287
2004,1288,275.809756097561,114,324,20041288
2004,1290,171.30243902439025,72,298,20041290
2004,1291,292.17317073170733,190,322,20041291
2004,1292,162.43658536585366,68,298,20041292
2004,1293,57.333333333333336,17,295,20041293
2004,1296,233.44146341463414,47,306,20041296
2004,1298,318.09512195121954,261,326,20041298
2004,1299,323.9170731707317,289,326,20041299
2004,1301,26.061643835616437,1,140,20041301
2004,1304,58.392857142857146,10,196,20041304
2004,1305,53.76904761904762,11,156,20041305
2004,1306,283.81463414634146,131,313,20041306
2004,1307,130.05011933174225,58,316,20041307
2004,1308,184.9590361445783,76,292,20041308
2004,1309,143.0487804878049,8,246,20041309
2004,1310,113.67560975609756,24,222,20041310
2004,1311,305.1951219512195,138,326,20041311
2004,1313,306.8560975609756,172,325,20041313
2004,1314,14.617204301075269,3,75,20041314
2004,1317,239.78536585365853,129,325,20041317
2004,1318,179.06585365853658,102,259,20041318
2004,1319,193.1439024390244,102,282,20041319
2004,1320,114.00729927007299,21,291,20041320
2004,1321,135.48687350835323,66,287,20041321
2004,1322,264.8219512195122,188,322,20041322
2004,1323,91.97176470588235,12,239,20041323
2004,1324,180.87560975609756,60,266,20041324
2004,1325,225.39268292682928,111,297,20041325
2004,1326,136.46778042959428,39,252,20041326
2004,1328,42.68666666666667,1,162,20041328
2004,1329,20.431718061674008,1,129,20041329
2004,1330,102.54501216545012,30,216,20041330
2004,1331,130.23170731707316,57,176,20041331
2004,1332,63.583333333333336,14,305,20041332
2004,1333,160.70405727923628,92,258,20041333
2004,1334,105.09732360097324,38,270,20041334
2004,1335,100.16945107398568,18,188,20041335
2004,1336,163.8926014319809,67,306,20041336
2004,1337,148.9785202863962,46,237,20041337
2004,1338,11.532188841201716,1,93,20041338
2004,1339,154.0268292682927,42,282,20041339
2004,1340,218.6951219512195,76,303,20041340
2004,1341,308.2487804878049,254,324,20041341
2004,1343,112.23188405797102,15,180,20041343
2004,1344,20.278280542986426,2,86,20041344
2004,1345,46.734553775743706,1,119,20041345
2004,1346,290.9682926829268,122,320,20041346
2004,1347,269.9512195121951,55,307,20041347
2004,1348,75.38571428571429,11,177,20041348
2004,1349,58.911904761904765,27,142,20041349
2004,1350,59.8090692124105,28,131,20041350
2004,1351,185.20243902439023,81,278,20041351
2004,1352,246.79024390243902,97,299,20041352
2004,1353,60.16904761904762,9,240,20041353
2004,1354,222.7170731707317,131,295,20041354
2004,1356,29.933179723502302,2,89,20041356
2004,1357,249.4121951219512,77,320,20041357
2004,1358,264.84634146341466,113,321,20041358
2004,1359,213.77560975609757,50,269,20041359
2004,1360,274.2219512195122,80,322,20041360
2004,1361,103.93794749403341,37,178,20041361
2004,1362,139.15365853658537,41,244,20041362
2004,1363,241.2780487804878,121,311,20041363
2004,1364,123.02926829268293,34,214,20041364
2004,1365,142.14878048780488,65,305,20041365
2004,1366,317.10731707317075,278,326,20041366
2004,1368,156.61219512195123,58,307,20041368
2004,1369,203.0878048780488,99,270,20041369
2004,1371,35.18809523809524,15,184,20041371
2004,1372,166.109756097561,40,301,20041372
2004,1373,216.61219512195123,73,307,20041373
2004,1374,138.9164677804296,75,319,20041374
2004,1375,193.69024390243902,80,320,20041375
2004,1376,31.25,2,131,20041376
2004,1378,178.95465393794748,59,306,20041378
2004,1379,130.05727923627686,38,317,20041379
2004,1380,275.17317073170733,138,321,20041380
2004,1381,243.0268292682927,169,315,20041381
2004,1382,212.41686746987952,80,317,20041382
2004,1383,238.54634146341462,84,311,20041383
2004,1384,258.6390243902439,112,318,20041384
2004,1385,193.6159420289855,51,306,20041385
2004,1386,3.834763948497854,1,34,20041386
2004,1387,94.82142857142857,30,275,20041387
2004,1388,107.14634146341463,43,222,20041388
2004,1389,146.88536585365853,32,287,20041389
2004,1390,5.8004291845493565,1,50,20041390
2004,1391,251.2951219512195,120,320,20041391
2004,1392,282.86341463414635,177,320,20041392
2004,1393,34.18004338394794,3,130,20041393
2004,1394,197.03658536585365,127,322,20041394
2004,1395,168.83170731707318,86,292,20041395
2004,1396,108.0525059665871,48,316,20041396
2004,1397,64.74285714285715,27,217,20041397
2004,1398,284.66341463414636,70,325,20041398
2004,1399,183.8390243902439,52,288,20041399
2004,1400,22.278969957081546,4,206,20041400
2004,1401,219.21219512195123,91,313,20041401
2004,1402,242.4219512195122,142,316,20041402
2004,1403,24.379545454545454,3,88,20041403
2004,1404,242.05121951219513,118,315,20041404
2004,1405,83.22195704057279,17,175,20041405
2004,1406,287.4170731707317,200,322,20041406
2004,1407,80.23095238095237,19,202,20041407
2004,1408,185.10023866348448,26,316,20041408
2004,1409,152.33174224343676,31,283,20041409
2004,1410,272.6878048780488,151,324,20041410
2004,1411,273.61951219512196,170,325,20041411
2004,1412,44.957142857142856,7,97,20041412
2004,1414,179.3277108433735,72,274,20041414
2004,1415,214.9219512195122,117,310,20041415
2004,1416,98.87619047619047,28,293,20041416
2004,1417,103.90238095238095,27,257,20041417
2004,1418,89.66746987951807,19,282,20041418
2004,1419,265.69268292682926,184,315,20041419
2004,1420,266.6170731707317,112,313,20041420
2004,1421,293.5243902439024,94,323,20041421
2004,1422,240.9658536585366,126,314,20041422
2004,1423,129.94878048780487,37,211,20041423
2004,1424,75.38809523809523,25,193,20041424
2004,1425,121.76372315035799,37,307,20041425
2004,1426,245.5731707317073,122,313,20041426
2004,1427,270.62439024390244,91,321,20041427
2004,1428,45.25476190476191,21,211,20041428
2004,1429,38.708045977011494,12,130,20041429
2004,1431,55.083333333333336,15,292,20041431
2004,1433,90.25304136253041,27,213,20041433
2004,1434,180.68613138686132,36,302,20041434
2004,1435,20.58447488584475,2,101,20041435
2004,1436,163.5487804878049,39,314,20041436
2004,1437,71.03579952267303,7,291,20041437
2004,1438,61.285714285714285,13,218,20041438
2004,1439,145.43170731707318,61,275,20041439
2004,1440,314.5658536585366,268,326,20041440
2004,1441,210.1439024390244,74,291,20041441
2004,1442,304.090243902439,261,326,20041442
2004,1443,140.35121951219512,49,285,20041443
2004,1444,39.53809523809524,3,262,20041444
2004,1447,263.26585365853657,153,323,20041447
2004,1448,13.023605150214593,1,91,20041448
2004,1449,110.97136038186157,24,223,20041449
2004,1450,147.51325301204818,87,304,20041450
2004,1451,168.10243902439024,73,278,20041451
2004,1452,92.90238095238095,55,211,20041452
2004,1453,147.71951219512195,82,283,20041453
2004,1454,81.67942583732058,14,168,20041454
2004,1455,71.93556085918854,28,160,20041455
2004,1456,241.06341463414634,107,311,20041456
2004,1457,196.06341463414634,62,285,20041457
2004,1458,16.221030042918454,2,65,20041458
2004,1459,266.36341463414635,70,319,20041459
2004,1460,177.4048780487805,104,297,20041460
2004,1461,119.43198090692124,42,230,20041461
2004,1462,67.29691211401425,17,160,20041462
2004,1463,202.14146341463416,60,281,20041463
2004,1464,248.8780487804878,132,309,20041464
2005,1102,88.20642201834862,9,198,20051102
2005,1103,101.26076555023923,33,269,20051103
2005,1104,20.66390041493776,7,86,20051104
2005,1105,267.47432762836183,119,325,20051105
2005,1106,261.74754901960785,91,322,20051106
2005,1107,215.68627450980392,87,319,20051107
2005,1108,320.55882352941177,253,330,20051108
2005,1110,157.2671568627451,49,305,20051110
2005,1111,189.5392156862745,44,269,20051111
2005,1112,14.088842975206612,1,73,20051112
2005,1113,51.27522935779817,1,168,20051113
2005,1114,107.87745098039215,30,213,20051114
2005,1115,315.6299019607843,192,330,20051115
2005,1116,46.174311926605505,1,152,20051116
2005,1117,165.9485294117647,52,290,20051117
2005,1119,326.6470588235294,270,330,20051119
2005,1120,115.06192660550458,14,249,20051120
2005,1122,217.70343137254903,101,302,20051122
2005,1123,105.22248803827752,20,232,20051123
2005,1124,209.12442396313364,92,325,20051124
2005,1125,222.07598039215685,123,325,20051125
2005,1126,264.1326781326781,65,319,20051126
2005,1127,219.2843137254902,89,324,20051127
2005,1128,193.85049019607843,26,292,20051128
2005,1129,213.38073394495413,48,317,20051129
2005,1130,11.563169164882227,1,126,20051130
