Season,DayNum,TeamID,OpponentID,FGM,Loc,Won,Score,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF,Team_Seed,Team,Team_Region,OpponentSeed,Opponents,Opponent_Region
2004,139,1272,1329,20,N,0,53,50,6,17,7,14,11,11,9,12,6,3,15,7,Memphis,Y,2,Oklahoma St,Y
2004,137,1186,1329,21,N,0,56,59,3,19,11,13,12,15,19,14,8,2,15,15,E Washington,Y,2,Oklahoma St,Y
2004,143,1338,1329,21,N,0,51,58,3,17,6,10,16,17,8,12,5,1,18,3,Pittsburgh,Y,2,Oklahoma St,Y
2004,136,1251,1386,22,N,0,63,51,6,20,13,18,7,29,15,26,7,1,22,16,Liberty,Y,1,St Joseph's PA,Y
2004,138,1403,1386,25,N,0,65,53,3,12,12,14,9,20,16,9,7,2,11,8,Texas Tech,Y,1,St Joseph's PA,Y
2004,143,1448,1386,27,N,0,80,51,8,16,18,25,7,21,15,15,6,0,22,4,Wake Forest,Y,1,St Joseph's PA,Y
2004,137,1428,1130,19,N,0,51,50,3,18,10,10,9,17,12,8,2,0,12,11,Utah,Z,6,Boston College,Z
2004,137,1190,1153,29,N,0,77,74,6,23,13,20,17,21,14,6,11,3,14,13,ETSU,W,4,Cincinnati,W
2004,137,1227,1242,20,N,0,53,64,3,16,10,14,11,15,10,15,9,0,25,13,IL Chicago,Z,4,Kansas,Z
2004,139,1334,1242,23,N,0,63,54,6,20,11,15,9,18,19,14,6,1,18,12,Pacific,Z,4,Kansas,Z
2004,144,1412,1242,23,N,0,74,71,8,33,20,24,14,19,12,12,13,4,27,9,UAB,Z,4,Kansas,Z
2004,137,1344,1334,23,N,0,58,61,6,26,6,6,15,21,12,15,4,2,18,5,Providence,Z,12,Pacific,Z
2004,139,1246,1412,27,N,0,75,61,7,20,14,18,20,21,13,16,4,4,16,1,Kentucky,Z,9,UAB,Z
2004,137,1449,1412,35,N,0,100,64,6,20,24,34,10,31,19,16,6,5,30,8,Washington,Z,9,UAB,Z
2004,137,1376,1272,15,N,0,43,42,2,13,11,16,4,21,9,12,5,4,14,10,South Carolina,Y,7,Memphis,Y
2004,137,1284,1280,18,N,0,52,51,9,27,7,15,3,17,12,17,7,0,18,15,Monmouth NJ,W,2,Mississippi St,W
2004,137,1418,1301,16,N,0,52,49,5,22,15,23,11,21,9,15,9,2,21,14,Louisiana,X,3,NC State,X
2004,137,1416,1338,16,N,0,44,52,5,20,7,10,9,24,10,14,6,0,22,14,UCF,Y,3,Pittsburgh,Y
2004,139,1458,1338,17,N,0,55,48,8,18,13,17,7,24,9,13,4,3,20,6,Wisconsin,Y,3,Pittsburgh,Y
2004,137,1350,1458,25,N,0,64,54,7,16,7,13,13,16,17,14,8,3,19,11,Richmond,Y,6,Wisconsin,Y
2005,137,1324,1314,25,N,0,68,58,6,15,12,18,11,11,12,10,9,0,16,16,Oakland,Z,1,North Carolina,Z
2005,154,1228,1314,27,N,0,70,70,12,40,4,6,17,22,18,8,8,1,18,1,Illinois,X,1,North Carolina,Z
2005,139,1235,1314,27,N,0,65,76,4,13,7,17,20,27,20,17,8,2,23,9,Iowa St,Z,1,North Carolina,Z
2005,152,1277,1314,25,N,0,71,74,7,23,14,18,15,27,15,12,10,4,19,5,Michigan St,Y,1,North Carolina,Z
2005,144,1437,1314,23,N,0,66,61,8,28,12,19,14,19,7,9,5,5,21,5,Villanova,Z,1,North Carolina,Z
2005,146,1458,1314,30,N,0,82,61,11,24,11,13,10,19,17,12,5,0,17,6,Wisconsin,Z,1,North Carolina,Z
2005,134,1105,1324,23,N,0,69,59,10,28,13,18,10,19,16,14,6,3,17,16,Alabama A&M,Z,16,Oakland,Z
2005,136,1261,1412,23,N,0,68,64,6,31,16,22,16,26,10,21,6,5,26,6,LSU,X,11,UAB,X
2005,137,1368,1329,20,N,0,50,45,3,10,7,10,5,14,10,17,12,2,22,15,SE Louisiana,X,2,Oklahoma St,X
2005,139,1356,1329,23,N,0,77,56,6,19,25,30,12,16,14,11,8,0,28,7,S Illinois,X,2,Oklahoma St,X
2005,145,1112,1228,32,N,0,89,61,7,18,18,21,12,25,21,17,11,8,10,3,Arizona,X,1,Illinois,X
2005,136,1192,1228,23,N,0,55,57,4,16,5,11,15,27,11,17,6,3,19,16,F Dickinson,X,1,Illinois,X
2005,138,1305,1228,20,N,0,59,54,3,9,16,25,12,20,10,14,10,1,17,9,Nevada,X,1,Illinois,X
2005,143,1454,1228,22,N,0,63,57,7,29,12,18,13,22,12,12,4,3,12,12,WI Milwaukee,X,1,Illinois,X
2005,152,1257,1228,21,N,0,57,54,6,20,9,12,7,19,10,5,5,4,13,4,Louisville,W,1,Illinois,X
2005,136,1429,1112,20,N,0,53,55,7,19,6,10,12,20,15,12,6,3,16,14,Utah St,X,3,Arizona,X
2005,138,1412,1112,21,N,0,63,64,6,30,15,18,15,17,15,14,9,2,22,11,UAB,X,3,Arizona,X
2005,143,1329,1112,29,N,0,78,66,10,23,10,13,16,11,17,8,10,0,17,2,Oklahoma St,X,3,Arizona,X
2005,138,1130,1454,23,N,0,75,50,4,11,25,35,15,21,16,22,6,2,22,4,Boston College,X,12,WI Milwaukee,X
2005,136,1104,1454,26,N,0,73,50,9,23,12,16,12,22,17,19,3,3,20,5,Alabama,X,12,WI Milwaukee,X
2005,136,1335,1130,25,N,0,65,71,10,30,5,10,16,18,17,17,11,2,19,13,Penn,X,4,Boston College,X
2005,138,1153,1246,20,N,0,60,61,7,26,13,19,16,21,10,10,4,4,19,7,Cincinnati,Y,2,Kentucky,Y
2005,136,1184,1246,26,N,0,64,59,6,18,6,11,13,22,14,17,5,1,20,15,E Kentucky,Y,2,Kentucky,Y
2005,144,1428,1246,17,N,0,52,41,4,10,14,28,9,16,10,12,5,0,20,6,Utah,Y,2,Kentucky,Y
2005,136,1234,1153,20,N,0,64,59,5,17,19,25,16,27,5,11,6,1,20,10,Iowa,Y,7,Cincinnati,Y
2005,138,1211,1403,29,N,0,69,62,2,13,9,18,17,27,14,13,2,1,17,3,Gonzaga,W,6,Texas Tech,W
2005,136,1417,1403,26,N,0,66,60,6,20,8,15,9,18,16,13,5,2,15,11,UCLA,W,6,Texas Tech,W
2005,136,1457,1211,22,N,0,64,60,10,26,10,12,10,26,16,13,4,0,19,14,Winthrop,W,3,Gonzaga,W
2005,136,1400,1305,24,N,0,57,68,5,10,4,6,13,27,2,5,5,6,16,8,Texas,X,9,Nevada,X
2005,143,1449,1257,28,N,0,79,67,6,25,17,28,13,20,15,11,9,0,25,1,Washington,W,4,Louisville,W
2005,145,1452,1257,26,N,0,85,47,18,27,15,19,4,15,23,14,5,2,19,7,West Virginia,W,4,Louisville,W
2005,139,1210,1257,20,N,0,54,53,6,16,8,10,7,15,11,7,7,0,21,5,Georgia Tech,W,4,Louisville,W
2005,137,1418,1257,24,N,0,62,53,4,12,10,18,13,24,14,18,7,0,21,13,Louisiana,W,4,Louisville,W
2005,138,1328,1428,21,N,0,58,66,2,19,14,19,19,14,3,7,8,3,24,3,Oklahoma,Y,6,Utah,Y
2005,136,1431,1428,22,N,0,54,53,2,9,8,9,5,17,13,10,6,1,20,11,UTEP,Y,6,Utah,Y
2005,146,1246,1277,31,N,0,88,69,9,19,17,23,16,21,14,11,7,3,25,2,Kentucky,Y,5,Michigan St,Y
2005,144,1181,1277,22,N,0,68,51,7,23,17,24,9,24,8,22,11,2,22,1,Duke,Y,5,Michigan St,Y
2005,137,1330,1277,26,N,0,81,61,7,20,22,26,10,20,13,15,9,1,29,12,Old Dominion,Y,5,Michigan St,Y
2005,139,1436,1277,22,N,0,61,70,7,22,10,14,23,18,5,9,4,0,19,13,Vermont,Y,5,Michigan St,Y
2005,136,1310,1328,24,N,0,67,68,6,28,13,15,11,26,12,16,8,2,16,14,Niagara,Y,3,Oklahoma,Y
2005,138,1334,1449,30,N,0,79,67,8,24,11,17,17,14,13,8,4,1,18,8,Pacific,W,1,Washington,W
2005,136,1285,1449,33,N,0,77,65,9,20,2,8,12,21,15,18,5,0,16,16,Montana,W,1,Washington,W
2005,136,1338,1334,25,N,0,71,59,8,23,13,18,10,20,10,10,7,3,20,9,Pittsburgh,W,8,Pacific,W
2005,143,1403,1452,24,N,0,60,56,1,8,11,16,15,19,10,16,11,1,15,6,Texas Tech,W,7,West Virginia,W
2005,138,1448,1452,36,N,0,105,71,9,23,24,36,17,29,23,18,7,3,28,2,Wake Forest,W,7,West Virginia,W
2005,136,1166,1452,21,N,0,61,50,8,20,11,13,10,17,12,17,8,3,16,10,Creighton,W,7,West Virginia,W
2005,136,1151,1448,21,N,0,54,52,6,20,6,9,11,24,12,22,5,1,19,15,Chattanooga,W,2,Wake Forest,W
2005,139,1137,1458,23,N,0,62,50,5,15,11,14,7,22,13,10,4,2,24,14,Bucknell,Z,6,Wisconsin,Z
2005,144,1301,1458,19,N,0,56,50,9,22,9,13,2,19,12,13,10,5,25,10,NC State,Z,6,Wisconsin,Z
2005,137,1320,1458,22,N,0,52,53,4,17,4,8,8,27,8,8,4,2,15,11,Northern Iowa,Z,6,Wisconsin,Z
2005,137,1242,1137,20,N,0,63,46,1,11,22,27,8,26,14,13,5,3,15,3,Kansas,Z,14,Bucknell,Z
2005,139,1163,1301,22,N,0,62,52,2,14,16,18,9,22,9,14,3,4,16,2,Connecticut,Z,10,NC State,Z
2005,137,1150,1301,23,N,0,63,58,8,21,9,14,12,24,11,20,8,2,18,7,Charlotte,Z,10,NC State,Z
2005,137,1416,1163,21,N,0,71,61,11,28,18,21,12,17,16,10,10,6,21,15,UCF,Z,2,Connecticut,Z
2005,137,1390,1280,24,N,0,70,63,4,18,18,25,12,18,9,5,6,3,19,8,Stanford,Y,9,Mississippi St,Y
2005,137,1175,1181,19,N,0,46,52,5,15,3,6,9,21,10,11,3,1,23,16,Delaware St,Y,1,Duke,Y
2005,139,1280,1181,20,N,0,55,62,4,13,11,21,18,21,9,10,7,5,19,9,Mississippi St,Y,1,Duke,Y
2005,139,1196,1437,20,N,0,65,52,7,18,18,25,10,24,9,19,6,4,30,4,Florida,Z,5,Villanova,Z
2005,137,1307,1437,17,N,0,47,57,4,25,9,12,12,23,6,17,9,4,20,12,New Mexico,Z,5,Villanova,Z
2005,137,1325,1196,18,N,0,62,46,9,18,17,26,10,23,8,20,8,5,21,13,Ohio,Z,4,Florida,Z
2005,137,1203,1210,29,N,0,68,65,6,16,4,16,12,22,19,14,9,4,20,12,G Washington,W,5,Georgia Tech,W
2005,137,1278,1235,21,N,0,53,63,5,23,6,10,20,21,8,17,9,1,18,8,Minnesota,Z,9,Iowa St,Z
2005,137,1393,1436,23,N,0,57,55,3,12,8,9,14,23,8,24,9,3,12,4,Syracuse,Y,13,Vermont,Y
2005,137,1388,1356,17,N,0,56,51,4,20,18,22,16,26,3,20,2,2,17,10,St Mary's CA,X,7,S Illinois,X
2006,137,1284,1437,14,N,0,45,41,4,17,13,17,6,25,12,18,7,3,17,16,Monmouth NJ,Y,1,Villanova,Y
2006,144,1130,1437,23,N,0,59,49,5,19,8,17,11,28,18,21,5,6,21,4,Boston College,Y,1,Villanova,Y
2006,139,1112,1437,28,N,0,78,65,5,17,17,20,20,14,15,10,7,2,19,8,Arizona,Y,1,Villanova,Y
2006,134,1214,1284,19,N,0,49,63,4,15,7,13,15,27,7,13,4,4,11,16,Hampton,Y,16,Monmouth NJ,Y
2006,138,1104,1417,19,N,0,59,39,2,11,19,25,10,20,10,15,7,3,15,10,Alabama,X,2,UCLA,X
2006,143,1211,1417,24,N,0,71,51,3,10,20,26,11,26,14,17,3,4,22,3,Gonzaga,X,2,UCLA,X
2006,152,1261,1417,16,N,0,45,50,0,6,13,28,14,19,4,15,9,7,18,4,LSU,W,2,UCLA,X
2006,136,1125,1417,17,N,0,44,59,4,19,6,13,9,18,9,14,8,3,16,15,Belmont,X,2,UCLA,X
2006,145,1272,1417,17,N,0,45,54,2,17,9,15,16,25,5,18,8,1,29,1,Memphis,X,2,UCLA,X
2006,136,1266,1104,32,N,0,85,61,7,22,14,19,13,15,13,12,9,4,22,7,Marquette,X,10,Alabama,X
2006,136,1305,1285,33,N,0,79,70,5,18,8,10,17,19,15,9,5,7,23,5,Nevada,Y,12,Montana,Y
2006,136,1334,1130,26,N,0,76,63,10,25,14,18,14,23,18,15,4,2,22,13,Pacific,Y,4,Boston College,Y
2006,138,1285,1130,20,N,0,56,55,7,20,9,11,6,23,19,7,3,3,13,12,Montana,Y,4,Boston College,Y
2006,136,1423,1203,32,N,0,85,54,11,22,10,18,8,25,20,15,2,1,22,9,UNC Wilmington,W,8,G Washington,W
2006,143,1181,1261,18,N,0,54,65,5,26,13,16,17,27,12,16,9,5,18,1,Duke,W,4,LSU,W
2006,136,1233,1261,23,N,0,64,61,3,18,15,25,13,16,6,15,10,3,19,13,Iona,W,4,LSU,W
2006,138,1401,1261,22,N,0,57,53,6,13,7,12,10,26,9,17,7,3,22,12,Texas A&M,W,4,LSU,W
2006,145,1400,1261,21,N,0,60,69,10,29,8,11,14,31,14,12,7,7,16,2,Texas,W,4,LSU,W
2006,136,1380,1181,22,N,0,54,62,4,13,6,10,16,16,8,16,14,4,20,16,Southern Univ,W,1,Duke,W
2006,138,1203,1181,21,N,0,61,68,5,18,14,19,19,20,10,14,8,3,29,8,G Washington,W,1,Duke,W
2006,136,1328,1454,32,N,0,74,61,5,14,5,8,10,25,18,18,8,4,25,6,Oklahoma,Y,11,WI Milwaukee,Y
2006,137,1320,1207,17,N,0,49,48,7,26,8,12,9,22,10,8,4,3,15,10,Northern Iowa,Y,7,Georgetown,Y
2006,139,1326,1207,19,N,0,52,47,5,16,9,9,3,21,10,11,4,4,14,2,Ohio St,Y,7,Georgetown,Y
2006,144,1455,1206,20,N,0,55,64,3,24,12,17,17,26,8,9,4,1,21,7,Wichita St,Z,11,George Mason,Z
2006,146,1163,1206,31,N,0,84,66,7,22,15,19,14,20,15,9,6,7,20,1,Connecticut,Z,11,George Mason,Z
