Season,DayNum,TeamID,OpponentID,FGM,Loc,Won,Score,FGA,FGM3,FGA3,FTM,FTA,OR,DR,AST,TO,STL,BLK,PF,Team_Seed,Team,Team_Region,OpponentSeed,Opponents,Opponent_Region
2003,146,1393,1328,25,N,1,63,48,2,12,11,19,12,28,16,24,13,2,13,3,Syracuse,W,1,Oklahoma,W
2003,138,1328,1143,26,N,1,74,51,7,13,15,24,13,23,16,12,2,2,15,1,Oklahoma,W,8,California,W
2003,136,1163,1140,17,N,1,58,52,4,14,20,27,12,29,8,14,3,8,16,5,Connecticut,X,12,BYU,X
2003,138,1163,1390,31,N,1,85,68,6,10,17,21,17,26,12,9,4,1,13,5,Connecticut,X,4,Stanford,X
2003,144,1400,1163,24,N,1,82,69,5,18,29,36,21,31,13,10,5,5,21,1,Texas,X,5,Connecticut,X
2003,136,1181,1161,19,N,1,67,54,4,13,25,31,13,27,4,16,10,8,23,3,Duke,Z,14,Colorado St,Z
2003,136,1211,1153,20,N,1,74,47,6,14,28,37,8,28,12,12,2,2,15,9,Gonzaga,Z,8,Cincinnati,Z
2003,136,1228,1443,24,N,1,65,56,5,14,12,14,15,23,15,14,11,4,14,4,Illinois,Z,13,WKU,Z
2003,138,1323,1228,25,N,1,68,61,13,24,5,5,5,32,12,11,5,4,13,5,Notre Dame,Z,4,Illinois,Z
2003,136,1242,1429,28,N,1,64,51,2,6,6,11,7,20,13,11,8,4,17,2,Kansas,Z,15,Utah St,Z
2003,152,1242,1266,38,N,1,94,71,8,19,10,17,19,33,22,12,8,5,15,2,Kansas,Z,3,Marquette,Y
2003,136,1266,1221,22,N,1,72,51,9,16,19,23,11,20,14,10,4,3,23,3,Marquette,Y,14,Holy Cross,Y
2003,138,1266,1281,35,N,1,101,62,12,18,19,20,8,25,18,12,6,0,20,3,Marquette,Y,6,Missouri,Y
2003,143,1266,1338,28,N,1,77,54,6,12,15,22,10,18,16,10,7,3,18,3,Marquette,Y,2,Pittsburgh,Y
2003,145,1266,1246,31,N,1,83,55,10,19,11,15,10,26,21,15,6,6,22,3,Marquette,Y,1,Kentucky,Y
2003,136,1281,1356,28,N,1,72,52,5,13,11,18,9,32,7,23,4,6,19,6,Missouri,Y,11,S Illinois,Y
2003,136,1323,1454,23,N,1,70,54,3,13,21,25,11,33,7,20,6,6,19,5,Notre Dame,Z,12,WI Milwaukee,Z
2003,136,1328,1354,24,N,1,71,52,10,18,13,24,11,24,16,14,8,3,12,1,Oklahoma,W,16,S Carolina St,W
2003,144,1328,1139,27,N,1,65,55,4,10,7,12,19,20,15,13,6,1,18,1,Oklahoma,W,12,Butler,W
2003,136,1390,1360,29,N,1,77,64,8,24,11,15,12,29,16,14,4,8,24,4,Stanford,X,13,San Diego,X
2003,136,1409,1173,33,N,1,84,57,8,12,10,13,8,26,18,12,6,1,11,13,Tulsa,Y,4,Dayton,Y
2003,143,1246,1458,24,N,1,63,49,1,5,14,24,12,21,9,14,10,4,17,1,Kentucky,Y,5,Wisconsin,Y
2003,138,1458,1409,22,N,1,61,57,6,22,11,17,10,22,12,5,5,3,11,5,Wisconsin,Y,13,Tulsa,Y
2003,136,1458,1451,31,N,1,81,58,6,16,13,22,10,24,16,9,7,2,16,5,Wisconsin,Y,12,Weber St,Y
2003,137,1120,1386,25,N,1,65,57,7,18,8,13,14,24,11,15,4,5,16,10,Auburn,W,7,St Joseph's PA,W
2003,139,1120,1448,24,N,1,68,56,4,19,16,20,12,21,11,14,9,6,18,10,Auburn,W,2,Wake Forest,W
2003,144,1393,1120,29,N,1,79,66,5,14,16,21,15,21,14,10,9,7,17,3,Syracuse,W,10,Auburn,W
2003,137,1139,1280,18,N,1,47,47,5,18,6,8,7,19,5,8,3,0,15,12,Butler,W,5,Mississippi St,W
2003,139,1139,1257,27,N,1,79,52,14,22,11,19,10,18,21,12,6,2,11,12,Butler,W,4,Louisville,W
2003,137,1196,1358,32,N,1,85,61,13,28,8,14,9,31,24,10,6,3,15,2,Florida,X,15,Sam Houston St,X
2003,146,1400,1277,25,N,1,85,51,6,14,29,38,8,20,16,4,6,4,22,1,Texas,X,7,Michigan St,X
2003,139,1277,1196,25,N,1,68,45,6,16,12,18,9,21,15,10,5,0,18,7,Michigan St,X,2,Florida,X
2003,137,1231,1104,19,N,1,67,49,7,18,22,26,13,22,15,8,1,2,17,7,Indiana,Y,10,Alabama,Y
2003,139,1338,1231,25,N,1,74,47,4,9,20,28,10,21,15,11,9,1,14,2,Pittsburgh,Y,7,Indiana,Y
2003,137,1246,1237,40,N,1,95,65,10,20,5,11,10,25,22,13,7,4,17,1,Kentucky,Y,16,IUPUI,Y
2003,139,1246,1428,26,N,1,74,55,4,13,18,18,13,22,11,13,4,3,16,1,Kentucky,Y,9,Utah,Y
2003,137,1257,1122,35,N,1,86,70,8,24,8,13,15,29,18,12,12,4,22,4,Louisville,W,13,Austin Peay,W
2003,137,1268,1423,27,N,1,75,54,10,19,11,15,8,27,17,13,3,3,20,6,Maryland,X,11,UNC Wilmington,X
2003,139,1268,1462,30,N,1,77,58,3,13,14,17,7,32,19,8,2,6,21,6,Maryland,X,3,Xavier,X
2003,144,1277,1268,22,N,1,60,56,6,17,10,12,11,26,10,18,8,3,20,7,Michigan St,X,6,Maryland,X
2003,137,1277,1160,26,N,1,79,56,7,13,20,25,10,28,16,11,5,1,18,7,Michigan St,X,10,Colorado,X
2003,137,1329,1335,27,N,1,77,50,7,20,16,28,10,15,15,11,12,0,17,6,Oklahoma St,W,11,Penn,W
2003,139,1393,1329,26,N,1,68,57,5,12,11,18,5,33,16,17,11,9,19,3,Syracuse,W,6,Oklahoma St,W
2003,137,1338,1447,33,N,1,87,59,9,16,12,21,10,23,22,9,14,6,19,2,Pittsburgh,Y,15,Wagner,Y
2003,137,1345,1261,27,N,1,80,52,9,16,17,19,8,25,7,19,9,1,18,9,Purdue,X,8,LSU,X
2003,139,1400,1345,25,N,1,77,62,5,11,22,26,13,27,8,13,4,0,21,1,Texas,X,9,Purdue,X
2003,137,1393,1264,30,N,1,76,52,4,11,12,15,11,28,16,18,5,9,17,3,Syracuse,W,14,Manhattan,W
2003,137,1428,1332,18,N,1,60,61,9,23,15,18,13,23,8,15,7,4,22,9,Utah,Y,8,Oregon,Y
2003,137,1448,1190,29,N,1,76,69,6,23,12,20,19,29,13,19,8,9,19,2,Wake Forest,W,15,ETSU,W
2003,137,1462,1407,26,N,1,71,64,6,20,13,18,17,30,19,10,5,4,11,3,Xavier,X,14,Troy,X
2004,134,1197,1250,25,N,1,72,63,6,20,16,23,19,25,11,12,8,2,15,16,Florida A&M,Z,16,Lehigh,Z
2004,139,1412,1246,30,N,1,76,67,8,18,8,13,18,15,19,12,9,1,19,9,UAB,Z,1,Kentucky,Z
2004,137,1246,1197,35,N,1,96,62,11,28,15,23,13,29,23,17,8,5,15,1,Kentucky,Z,16,Florida A&M,Z
2004,136,1104,1356,24,N,1,65,53,7,16,10,16,11,24,7,12,7,2,7,8,Alabama,X,9,S Illinois,X
2004,138,1104,1390,16,N,1,70,43,4,19,34,44,5,24,8,8,6,8,16,8,Alabama,X,1,Stanford,X
2004,143,1104,1393,26,N,1,80,52,9,22,19,23,10,17,22,9,11,6,17,8,Alabama,X,5,Syracuse,X
2004,145,1163,1104,29,N,1,87,60,10,17,19,29,15,25,17,7,3,7,18,2,Connecticut,X,8,Alabama,X
2004,136,1163,1436,26,N,1,70,52,6,14,12,23,11,31,14,13,6,3,8,2,Connecticut,X,15,Vermont,X
2004,138,1163,1177,26,N,1,72,60,5,16,15,23,13,31,15,5,5,5,15,2,Connecticut,X,7,DePaul,X
2004,143,1163,1435,27,N,1,73,51,6,17,13,15,11,33,14,18,6,4,10,2,Connecticut,X,6,Vanderbilt,X
2004,152,1163,1181,26,N,1,79,52,6,11,21,32,13,31,9,18,5,6,20,2,Connecticut,X,1,Duke,W
2004,154,1163,1210,26,N,1,82,61,5,17,25,39,18,32,10,16,5,2,18,2,Connecticut,X,3,Georgia Tech,Z
2004,136,1177,1173,24,N,1,76,59,5,13,23,40,11,38,13,11,4,3,19,7,DePaul,X,10,Dayton,X
2004,136,1181,1106,32,N,1,96,66,9,26,23,31,17,29,19,14,14,4,19,1,Duke,W,16,Alabama St,W
2004,138,1181,1371,26,N,1,90,48,4,11,34,38,11,29,16,10,3,3,18,1,Duke,W,8,Seton Hall,W
2004,144,1181,1228,28,N,1,72,51,6,18,10,15,5,24,19,13,10,5,14,1,Duke,W,5,Illinois,W
2004,146,1181,1462,21,N,1,66,54,8,20,16,20,10,29,15,11,6,7,23,1,Duke,W,7,Xavier,W
2004,136,1211,1434,29,N,1,76,54,3,13,15,25,10,36,19,15,6,5,14,2,Gonzaga,Z,15,Valparaiso,Z
2004,144,1210,1305,27,N,1,72,63,6,18,12,22,13,36,10,16,9,5,22,3,Georgia Tech,Z,10,Nevada,Z
2004,138,1305,1211,30,N,1,91,64,8,17,23,29,14,29,18,8,4,4,18,10,Nevada,Z,2,Gonzaga,Z
2004,136,1264,1196,26,N,1,75,60,6,15,17,21,13,23,10,10,8,4,21,12,Manhattan,Y,5,Florida,Y
2004,143,1386,1448,29,N,1,84,58,12,24,14,23,10,20,15,11,8,4,21,1,St Joseph's PA,Y,4,Wake Forest,Y
2004,138,1448,1264,29,N,1,84,57,8,20,18,24,8,29,15,10,5,2,18,4,Wake Forest,Y,12,Manhattan,Y
2004,136,1268,1431,29,N,1,86,59,8,18,20,31,16,21,17,14,7,6,20,4,Maryland,X,13,UTEP,X
2004,138,1393,1268,22,N,1,72,55,4,12,24,38,12,26,11,12,7,5,25,5,Syracuse,X,4,Maryland,X
2004,136,1305,1277,20,N,1,72,46,7,22,25,29,5,23,10,17,6,2,16,10,Nevada,Z,7,Michigan St,Z
2004,136,1314,1102,22,N,1,63,53,4,13,15,18,14,21,12,13,10,1,15,6,North Carolina,W,11,Air Force,W
2004,144,1462,1400,23,N,1,79,58,8,25,25,35,16,23,13,7,6,3,20,7,Xavier,W,3,Texas,W
2004,138,1400,1314,27,N,1,78,55,5,13,19,23,9,26,10,11,6,1,19,3,Texas,W,6,North Carolina,W
2004,136,1371,1112,27,N,1,80,58,8,22,18,24,12,21,12,10,6,0,19,8,Seton Hall,W,9,Arizona,W
2004,136,1386,1251,27,N,1,82,60,8,23,20,28,10,26,16,14,15,3,17,1,St Joseph's PA,Y,16,Liberty,Y
2004,138,1386,1403,27,N,1,70,57,12,31,4,5,11,20,13,13,4,0,16,1,St Joseph's PA,Y,8,Texas Tech,Y
2004,152,1210,1329,24,N,1,67,49,7,17,12,16,7,22,16,12,7,4,19,3,Georgia Tech,Z,2,Oklahoma St,Y
2004,145,1329,1386,25,N,1,64,53,4,17,10,15,12,30,13,13,2,6,16,2,Oklahoma St,Y,1,St Joseph's PA,Y
2004,136,1390,1427,27,N,1,71,54,6,14,11,15,11,29,11,20,11,9,20,1,Stanford,X,16,UT San Antonio,X
2004,136,1393,1140,24,N,1,80,46,11,16,21,28,5,18,12,7,2,4,15,5,Syracuse,X,12,BYU,X
2004,136,1400,1343,23,N,1,66,50,11,15,9,14,17,26,10,13,3,1,16,3,Texas,W,14,Princeton,W
2004,136,1403,1150,29,N,1,76,59,4,11,14,18,14,22,17,16,7,2,16,8,Texas Tech,Y,9,Charlotte,Y
2004,136,1448,1433,28,N,1,79,54,6,16,17,27,9,23,16,11,7,2,16,4,Wake Forest,Y,13,VCU,Y
2004,137,1130,1428,23,N,1,58,44,3,4,9,11,4,21,20,8,4,3,13,6,Boston College,Z,11,Utah,Z
2004,139,1210,1130,23,N,1,57,51,6,18,5,6,8,16,15,17,12,1,17,3,Georgia Tech,Z,6,Boston College,Z
2004,137,1153,1190,29,N,1,80,62,13,32,9,11,12,33,22,17,3,11,19,4,Cincinnati,W,13,ETSU,W
2004,139,1228,1153,35,N,1,92,55,11,19,11,14,2,19,26,4,9,1,14,5,Illinois,W,4,Cincinnati,W
2004,137,1210,1320,25,N,1,65,55,6,18,9,12,8,29,10,12,4,3,14,3,Georgia Tech,Z,14,Northern Iowa,Z
2004,146,1210,1242,25,N,1,79,56,3,16,26,34,11,30,14,12,13,3,17,3,Georgia Tech,Z,4,Kansas,Z
2004,137,1228,1293,27,N,1,72,60,9,24,9,13,16,28,19,8,5,5,17,5,Illinois,W,12,Murray St,W
2004,137,1242,1227,24,N,1,78,39,5,12,25,40,6,35,18,25,6,8,19,4,Kansas,Z,13,IL Chicago,Z
2004,139,1242,1334,29,N,1,78,60,5,15,15,21,15,25,17,13,11,3,15,4,Kansas,Z,12,Pacific,Z
2004,144,1242,1412,30,N,1,100,56,4,10,36,44,10,35,21,17,9,3,19,4,Kansas,Z,9,UAB,Z
2004,137,1272,1376,23,N,1,59,59,9,27,4,7,14,22,16,9,3,4,15,7,Memphis,Y,10,South Carolina,Y
2004,139,1329,1272,28,N,1,70,47,5,12,9,17,14,20,18,17,8,1,16,2,Oklahoma St,Y,7,Memphis,Y
2004,137,1280,1284,30,N,1,85,56,8,22,17,23,13,34,19,17,12,3,13,2,Mississippi St,W,15,Monmouth NJ,W
2004,139,1462,1280,30,N,1,89,55,13,19,16,23,6,32,14,13,3,9,14,7,Xavier,W,2,Mississippi St,W
2004,137,1301,1418,18,N,1,61,49,5,17,20,24,13,24,10,15,5,0,20,3,NC State,X,14,Louisiana,X
2004,139,1435,1301,23,N,1,75,49,10,25,19,21,10,17,15,8,4,2,13,6,Vanderbilt,X,3,NC State,X
2004,137,1329,1186,30,N,1,75,55,2,6,13,16,11,26,15,15,12,5,16,2,Oklahoma St,Y,15,E Washington,Y
2004,143,1329,1338,22,N,1,63,45,4,8,15,16,6,24,13,10,6,5,16,2,Oklahoma St,Y,3,Pittsburgh,Y
2004,137,1334,1344,24,N,1,66,50,6,14,12,18,7,22,17,12,7,1,11,12,Pacific,Z,5,Providence,Z
2004,137,1338,1416,13,N,1,53,44,5,16,22,31,10,27,7,13,8,1,15,3,Pittsburgh,Y,14,UCF,Y
2004,139,1338,1458,21,N,1,59,59,2,10,15,19,15,25,10,9,7,3,17,3,Pittsburgh,Y,6,Wisconsin,Y
2004,137,1412,1449,30,N,1,102,65,9,26,33,44,11,26,23,12,8,2,26,9,UAB,Z,8,Washington,Z
2004,137,1435,1444,26,N,1,71,46,11,19,8,18,8,25,16,17,9,5,15,6,Vanderbilt,X,11,W Michigan,X
2004,137,1458,1350,25,N,1,76,51,8,18,18,24,11,18,14,9,7,3,11,6,Wisconsin,Y,11,Richmond,Y
2004,137,1462,1257,23,N,1,80,46,9,18,25,29,12,27,15,15,6,1,12,7,Xavier,W,10,Louisville,W
2005,134,1324,1105,29,N,1,79,57,7,15,14,20,14,29,14,17,2,2,14,16,Oakland,Z,16,Alabama A&M,Z
2005,137,1314,1324,37,N,1,96,58,12,19,10,19,15,24,27,15,9,3,13,1,North Carolina,Z,16,Oakland,Z
2005,136,1112,1429,23,N,1,66,49,6,14,14,18,9,24,9,11,3,6,12,3,Arizona,X,14,Utah St,X
2005,138,1112,1412,30,N,1,85,57,7,22,18,23,11,28,16,16,7,7,14,3,Arizona,X,11,UAB,X
2005,143,1112,1329,31,N,1,79,47,7,14,10,17,8,23,17,14,3,5,17,3,Arizona,X,2,Oklahoma St,X
2005,154,1314,1228,27,N,1,75,52,9,16,12,19,8,26,12,10,4,2,13,1,North Carolina,Z,1,Illinois,X
2005,145,1228,1112,32,N,1,90,71,16,35,10,15,14,18,21,13,12,2,18,1,Illinois,X,3,Arizona,X
2005,136,1130,1335,30,N,1,85,52,8,12,17,25,8,33,24,19,8,6,14,4,Boston College,X,13,Penn,X
2005,143,1228,1454,28,N,1,77,57,9,20,12,15,8,25,20,9,7,2,20,1,Illinois,X,12,WI Milwaukee,X
2005,138,1454,1130,26,N,1,83,55,11,24,20,22,10,16,17,16,11,5,26,12,WI Milwaukee,X,4,Boston College,X
2005,136,1153,1234,27,N,1,76,57,9,18,13,22,9,27,18,8,5,8,19,7,Cincinnati,Y,10,Iowa,Y
2005,146,1277,1246,30,N,1,94,64,10,19,24,30,17,23,15,13,6,3,20,5,Michigan St,Y,2,Kentucky,Y
2005,138,1246,1153,25,N,1,69,49,7,12,12,18,7,29,16,15,7,5,17,2,Kentucky,Y,7,Cincinnati,Y
2005,136,1211,1457,27,N,1,74,59,5,16,15,22,11,29,13,10,5,5,14,3,Gonzaga,W,14,Winthrop,W
2005,143,1452,1403,24,N,1,65,51,9,22,8,13,11,20,14,18,5,3,15,7,West Virginia,W,6,Texas Tech,W
2005,138,1403,1211,29,N,1,71,59,4,11,9,16,8,24,18,7,7,1,14,6,Texas Tech,W,3,Gonzaga,W
2005,136,1228,1192,23,N,1,67,54,6,21,15,21,8,22,16,8,8,2,13,1,Illinois,X,16,F Dickinson,X
2005,138,1228,1305,26,N,1,71,49,2,12,17,20,6,26,18,16,9,3,18,1,Illinois,X,9,Nevada,X
2005,152,1228,1257,27,N,1,72,56,12,30,6,8,10,28,21,7,4,0,12,1,Illinois,X,4,Louisville,W
2005,136,1246,1184,26,N,1,72,51,2,11,18,26,9,22,11,14,9,4,11,2,Kentucky,Y,15,E Kentucky,Y
2005,144,1246,1428,24,N,1,62,39,4,13,10,19,4,21,10,14,6,2,25,2,Kentucky,Y,6,Utah,Y
2005,152,1314,1277,35,N,1,87,71,6,20,11,17,13,38,18,13,5,6,17,1,North Carolina,Z,5,Michigan St,Y
2005,136,1305,1400,23,N,1,61,62,3,14,12,18,16,33,11,8,4,7,14,9,Nevada,X,8,Texas,X
2005,136,1328,1310,34,N,1,84,74,3,13,13,15,14,34,16,14,9,3,14,3,Oklahoma,Y,14,Niagara,Y
2005,138,1428,1328,22,N,1,67,37,5,8,18,28,9,30,15,20,2,2,19,6,Utah,Y,3,Oklahoma,Y
2005,136,1334,1338,26,N,1,79,55,10,20,17,23,10,25,15,12,2,1,18,8,Pacific,W,9,Pittsburgh,W
2005,143,1257,1449,31,N,1,93,56,11,26,20,28,10,34,17,17,8,4,18,4,Louisville,W,1,Washington,W
2005,138,1449,1334,36,N,1,97,64,9,23,16,19,12,23,17,7,2,3,20,1,Washington,W,8,Pacific,W
2005,136,1403,1417,32,N,1,78,52,3,7,11,16,4,28,21,14,7,2,14,6,Texas Tech,W,11,UCLA,W
2005,145,1257,1452,32,N,1,93,58,11,28,18,29,15,19,19,11,8,4,18,4,Louisville,W,7,West Virginia,W
2005,136,1412,1261,27,N,1,82,59,7,16,21,36,11,24,15,15,8,2,23,11,UAB,X,6,LSU,X
2005,136,1428,1431,21,N,1,60,49,6,24,12,20,15,25,15,18,7,4,13,6,Utah,Y,11,UTEP,Y
2005,136,1448,1151,24,N,1,70,58,8,28,14,21,15,22,16,15,10,2,12,2,Wake Forest,W,15,Chattanooga,W
2005,138,1452,1448,37,N,1,111,70,7,21,30,39,10,25,20,11,5,5,26,7,West Virginia,W,2,Wake Forest,W
2005,136,1449,1285,32,N,1,88,58,9,19,15,22,9,23,19,16,9,1,14,1,Washington,W,16,Montana,W
2005,136,1452,1166,22,N,1,63,46,8,20,11,13,8,21,19,16,12,4,15,7,West Virginia,W,10,Creighton,W
2005,136,1454,1104,26,N,1,83,50,12,21,19,28,8,14,20,7,6,1,18,12,WI Milwaukee,X,5,Alabama,X
2005,137,1137,1242,22,N,1,64,55,8,31,12,16,9,21,17,9,10,1,21,14,Bucknell,Z,3,Kansas,Z
2005,146,1314,1458,34,N,1,88,64,5,16,15,18,12,21,19,9,5,5,15,1,North Carolina,Z,6,Wisconsin,Z
2005,139,1458,1137,21,N,1,71,46,7,17,22,29,8,22,14,7,5,1,12,6,Wisconsin,Z,14,Bucknell,Z
2005,137,1163,1416,29,N,1,77,58,3,6,16,25,14,29,17,13,7,6,13,2,Connecticut,Z,15,UCF,Z
2005,144,1458,1301,21,N,1,65,42,4,10,19,25,4,31,7,18,2,0,14,6,Wisconsin,Z,10,NC State,Z
2005,139,1301,1163,20,N,1,65,50,10,20,15,17,7,19,13,13,10,4,18,10,NC State,Z,2,Connecticut,Z
2005,137,1181,1175,16,N,1,57,39,6,20,19,29,5,27,9,8,5,6,15,1,Duke,Y,16,Delaware St,Y
2005,139,1181,1280,19,N,1,63,50,8,21,17,21,13,30,8,16,8,6,22,1,Duke,Y,9,Mississippi St,Y
2005,144,1277,1181,27,N,1,78,65,5,14,19,23,16,22,12,16,13,0,22,5,Michigan St,Y,1,Duke,Y
2005,137,1196,1325,21,N,1,67,54,7,23,18,19,11,21,15,16,11,8,21,4,Florida,Z,13,Ohio,Z
2005,144,1314,1437,20,N,1,67,48,8,19,19,24,12,30,11,17,3,3,24,1,North Carolina,Z,5,Villanova,Z
2005,139,1437,1196,24,N,1,76,58,3,11,25,35,17,27,10,14,11,4,23,5,Villanova,Z,4,Florida,Z
2005,137,1210,1203,28,N,1,80,56,7,16,17,22,10,32,11,17,10,3,22,5,Georgia Tech,W,12,G Washington,W
2005,139,1257,1210,22,N,1,76,42,10,21,22,28,9,28,10,11,1,7,15,4,Louisville,W,5,Georgia Tech,W
2005,137,1235,1278,25,N,1,64,57,2,8,12,19,15,24,11,13,12,8,17,9,Iowa St,Z,8,Minnesota,Z
2005,139,1314,1235,31,N,1,92,65,8,25,22,37,15,35,20,13,14,4,18,1,North Carolina,Z,9,Iowa St,Z
2005,137,1257,1418,22,N,1,68,57,6,22,18,27,16,20,12,11,5,2,19,4,Louisville,W,13,Louisiana,W
2005,137,1277,1330,29,N,1,89,51,3,14,28,36,5,25,11,13,9,1,22,5,Michigan St,Y,12,Old Dominion,Y
2005,139,1277,1436,27,N,1,72,56,2,12,16,22,12,27,12,9,4,4,16,5,Michigan St,Y,13,Vermont,Y
2005,137,1280,1390,32,N,1,93,57,9,17,20,26,10,29,13,9,3,6,19,9,Mississippi St,Y,8,Stanford,Y
2005,137,1301,1150,26,N,1,75,59,4,19,19,22,11,22,14,16,14,8,10,10,NC State,Z,7,Charlotte,Z
2005,137,1329,1368,18,N,1,63,37,4,7,23,29,8,22,13,17,11,1,13,2,Oklahoma St,X,15,SE Louisiana,X
2005,139,1329,1356,25,N,1,85,46,6,12,29,33,8,22,18,14,3,0,23,2,Oklahoma St,X,7,S Illinois,X
2005,137,1356,1388,25,N,1,65,61,4,12,11,14,12,21,12,10,8,2,22,7,S Illinois,X,10,St Mary's CA,X
2005,137,1436,1393,22,N,1,60,59,7,21,9,11,13,17,14,16,10,0,12,13,Vermont,Y,4,Syracuse,Y
2005,137,1437,1307,15,N,1,55,53,8,29,17,24,18,29,9,20,12,4,15,5,Villanova,Z,12,New Mexico,Z
2005,137,1458,1320,20,N,1,57,48,11,26,6,10,5,25,14,8,3,2,13,6,Wisconsin,Z,11,Northern Iowa,Z
2006,134,1284,1214,27,N,1,71,61,10,26,7,9,7,31,21,9,2,10,11,16,Monmouth NJ,Y,16,Hampton,Y
2006,146,1196,1437,22,N,1,75,54,4,17,27,31,19,34,14,16,2,8,22,3,Florida,Y,1,Villanova,Y
2006,137,1437,1284,16,N,1,58,52,7,25,19,23,15,25,7,13,13,1,17,1,Villanova,Y,16,Monmouth NJ,Y
2006,136,1104,1266,28,N,1,90,55,12,23,22,31,16,16,15,14,4,3,17,10,Alabama,X,7,Marquette,X
2006,154,1196,1417,26,N,1,73,58,6,19,15,20,9,26,21,6,7,10,13,3,Florida,Y,2,UCLA,X
2006,138,1417,1104,24,N,1,62,47,9,25,5,13,7,14,17,11,5,4,20,2,UCLA,X,10,Alabama,X
2006,136,1130,1334,29,N,1,88,57,6,23,24,29,7,23,22,8,12,2,16,4,Boston College,Y,13,Pacific,Y
2006,138,1130,1285,27,N,1,69,63,8,17,7,9,15,29,16,8,2,9,11,4,Boston College,Y,12,Montana,Y
2006,144,1437,1130,21,N,1,60,60,4,19,14,20,15,21,9,11,11,2,21,1,Villanova,Y,4,Boston College,Y
2006,136,1181,1380,24,N,1,70,49,5,15,17,20,9,26,15,20,9,8,11,1,Duke,W,16,Southern Univ,W
2006,138,1181,1203,21,N,1,74,44,6,16,26,37,9,30,12,18,4,10,15,1,Duke,W,8,G Washington,W
2006,152,1417,1261,21,N,1,59,51,5,18,12,17,15,27,10,17,10,5,24,2,UCLA,X,4,LSU,W
2006,143,1261,1181,24,N,1,62,61,2,7,12,23,16,29,14,15,7,9,16,4,LSU,W,1,Duke,W
2006,136,1196,1375,29,N,1,76,59,10,25,8,10,8,31,21,11,8,7,9,3,Florida,Y,14,South Alabama,Y
2006,138,1196,1454,30,N,1,82,56,8,20,14,19,10,31,17,10,6,7,19,3,Florida,Y,11,WI Milwaukee,Y
2006,144,1196,1207,19,N,1,57,45,5,13,14,17,9,22,7,12,4,8,14,3,Florida,Y,7,Georgetown,Y
2006,152,1196,1206,23,N,1,73,53,12,25,15,19,16,24,8,15,5,4,12,3,Florida,Y,11,George Mason,Z
2006,136,1203,1423,31,N,1,88,66,10,22,16,22,15,19,16,10,6,1,20,8,G Washington,W,9,UNC Wilmington,W
2006,136,1211,1462,26,N,1,79,50,6,12,21,27,8,25,11,10,4,4,25,3,Gonzaga,X,14,Xavier,X
2006,138,1211,1231,28,N,1,90,61,2,11,32,41,14,27,13,7,9,2,14,3,Gonzaga,X,6,Indiana,X
2006,143,1417,1211,23,N,1,73,57,6,21,21,30,12,20,12,10,5,4,22,2,UCLA,X,3,Gonzaga,X
2006,136,1228,1102,29,N,1,78,50,8,22,12,14,7,21,17,11,6,1,17,4,Illinois,Z,13,Air Force,Z
2006,144,1163,1449,27,N,1,98,51,10,19,34,47,10,32,15,26,7,5,20,1,Connecticut,Z,5,Washington,Z
2006,138,1449,1228,17,N,1,67,45,5,15,28,39,8,27,8,11,5,5,17,5,Washington,Z,4,Illinois,Z
2006,136,1231,1361,35,N,1,87,71,8,26,9,16,15,16,14,9,11,0,16,6,Indiana,X,11,San Diego St,X
